Row;SYN-based;DATA-based;ACK-based
216.66.88.178212.103.130.5;1;1;1
130.117.3.98149.11.64.34;1;1;1
64.125.30.75208.184.110.86;1;1;1
130.117.14.2663.235.41.102;1;1;1
213.248.93.166213.163.54.158;1;1;1
154.54.57.69154.54.58.186;1;1;1
72.52.92.42184.105.222.157;1;1;1
195.22.211.48195.22.214.185;1;1;1
77.67.82.14284.233.190.49;1;1;1
166.49.195.172212.49.131.58;1;1;1
149.11.120.1031.177.61.106;1;1;1
62.236.1.15262.78.126.170;1;1;1
85.111.26.19685.111.26.205;1;0;0
151.6.2.7151.6.44.47;1;1;1
12.122.2.12512.122.2.50;1;1;1
62.40.98.18080.81.192.187;1;1;1
62.141.47.8662.141.47.65;1;1;1
154.54.59.14130.117.49.81;1;1;1
141.101.63.131141.101.63.163;1;1;1
66.152.98.9866.152.98.190;1;1;1
166.49.237.5166.49.195.172;1;1;1
195.2.19.97195.2.25.142;1;1;1
217.29.66.14387.248.194.223;1;1;1
12.122.251.10612.130.0.198;1;1;1
62.115.113.8462.115.35.91;1;1;1
31.210.10.5477.92.111.190;1;1;1
194.59.190.85213.182.1.235;1;1;1
149.6.9.178185.86.184.1;1;1;1
213.155.130.13962.115.141.28;1;1;1
83.218.89.23189.189.198.3;1;1;1
184.106.126.12923.253.15.127;1;1;1
83.223.96.111130.180.202.24;1;1;1
212.74.65.984.14.40.250;1;1;1
81.95.2.1385.56.20.187;1;1;1
154.25.2.222149.6.136.170;1;1;1
62.115.142.207213.248.74.47;1;1;1
97.65.222.1797.65.222.34;1;1;1
199.230.0.1205.174.0.3;0;1;1
87.245.243.17481.183.3.146;1;1;1
114.31.202.101175.45.102.234;1;1;1
217.29.66.8889.190.174.253;1;1;1
62.40.98.3862.40.98.44;1;1;1
212.162.28.695.176.242.47;1;1;1
84.16.64.284.16.64.114;1;1;1
88.86.97.9480.250.27.97;1;1;1
23.225.225.24223.224.58.2;1;1;1
64.125.30.5964.125.20.9;1;1;1
166.49.199.107166.49.169.242;1;1;1
217.79.95.67217.79.83.203;1;1;1
130.117.14.944.69.203.206;0;1;0
130.117.15.6213.144.177.186;1;1;1
154.54.56.129154.54.56.78;1;1;1
23.57.99.25193.191.173.154;1;1;1
12.122.131.10212.122.2.150;1;1;1
217.29.66.68217.111.176.81;1;1;1
23.57.99.25193.191.173.152;1;1;1
72.5.59.34209.191.185.3;1;1;1
217.29.66.197188.241.140.6;1;1;1
217.29.66.17138.187.129.30;1;1;1
130.117.1.41130.117.14.62;1;1;1
154.54.45.11438.104.154.194;1;1;1
212.62.85.14212.101.199.100;1;1;1
91.207.10.25091.207.11.35;1;1;1
217.29.66.216193.218.0.14;1;1;1
77.232.218.3384.239.0.14;1;0;1
62.115.139.47213.248.89.122;1;1;1
129.250.3.55212.119.24.218;1;1;1
217.5.94.24680.150.168.210;1;1;1
80.20.193.1712.113.183.242;1;1;1
149.6.110.34176.56.233.229;1;1;1
77.92.159.22677.92.155.62;1;1;1
90.147.80.210217.29.66.86;1;1;1
154.54.24.222154.54.28.110;1;1;1
72.52.92.10209.51.184.134;1;1;1
